,Month,Days,DayOfWeek,Nights,Type,RateCode,TrackCode,Occupied,ADR,Rate
14111,7,10,6,1,6,103,1,97,102.02,85.0
14112,10,22,5,1,2,0,0,100,136.45,209.0
14113,7,17,6,5,3,24,0,95,98.81,70.0
14114,3,20,6,6,2,64,3,91,83.91,108.3
14115,6,2,3,1,0,64,1,99,103.86,122.55
14116,10,2,6,1,7,72,0,100,81.67,104.72
14117,12,29,3,1,3,21,1,91,79.54,61.75
14118,5,21,5,1,3,0,0,100,131.73,149.0
14119,9,20,1,1,3,24,0,99,82.56,70.0
14120,5,10,1,1,7,28,1,100,79.87,71.25
14121,6,28,0,4,3,5,0,96,77.23,65.0
14122,4,19,1,2,2,5,0,100,85.39,65.0
14123,3,22,0,4,3,3,1,83,73.83,70.0
14124,6,13,0,4,2,0,0,100,93.27,119.0
14125,9,22,3,1,2,0,4,99,96.31,134.0
14126,2,28,0,1,3,106,4,87,78.75,85.5
14127,6,26,6,5,2,3,0,94,82.9,70.0
14128,12,18,5,1,3,1,0,99,103.93,85.0
14129,6,21,0,1,4,103,1,95,79.43,85.0
14130,11,25,4,1,2,15,0,85,109.72,80.0
14131,5,1,6,1,0,20,1,76,79.59,58.5
14132,10,17,0,1,3,106,1,99,84.11,102.6
14133,6,19,6,1,2,24,0,90,84.33,70.0
14134,1,20,3,2,6,48,1,100,89.22,100.18
14135,4,28,3,1,7,103,1,100,98.14,85.0
14136,4,24,6,1,3,58,1,85,95.1,85.0
14137,2,14,0,1,5,0,3,91,83.93,144.0
14138,1,31,6,5,3,25,0,72,73.49,70.0
14139,4,8,4,1,7,1,1,100,136.23,149.0
14140,12,18,6,1,2,0,1,61,79.01,90.0
14141,7,18,6,4,3,25,0,88,81.84,70.0
14142,9,30,4,1,3,1,1,100,142.96,120.0
14143,9,15,3,2,2,104,1,100,87.29,114.0
14144,6,2,3,1,5,0,1,99,103.86,129.0
14145,4,3,6,5,3,3,0,68,75.22,70.0
14146,5,19,2,1,2,9,3,90,71.97,79.8
14147,6,1,1,1,7,103,1,98,80.56,85.0
14148,7,19,1,2,2,34,1,100,85.13,122.0
14149,1,12,2,4,2,104,3,94,78.84,104.1
14150,6,29,2,1,5,0,0,100,88.57,119.6
14151,12,28,1,1,2,9,1,87,76.94,75.6
14152,7,17,6,5,3,25,0,95,98.81,70.0
14153,8,28,6,5,2,25,0,88,79.88,70.0
14154,5,20,4,1,5,0,1,100,125.44,169.0
14155,4,25,0,1,3,21,1,86,84.11,72.87
14156,5,14,5,1,3,0,1,100,125.86,149.0
14157,7,17,6,11,3,15,0,95,98.81,95.0
14158,10,16,6,5,2,3,0,79,74.03,70.0
14159,5,4,1,3,6,14,0,95,75.13,70.0
14160,3,1,0,1,3,1,1,99,92.14,100.0
14161,12,30,3,1,3,64,1,90,89.96,80.75
14162,4,7,3,1,2,5,0,100,88.39,65.0
14163,10,7,4,2,2,85,3,100,171.94,159.2
14164,5,27,4,1,3,55,1,100,115.71,130.08
14165,8,10,2,1,2,5,0,100,79.82,65.0
14166,3,22,1,1,2,15,0,99,86.83,69.0
14167,10,29,5,1,5,24,0,100,173.64,70.0
14168,8,28,6,1,2,21,0,88,79.88,74.1
14169,7,10,6,1,2,0,0,97,102.02,175.0
14170,9,5,0,5,2,3,0,81,80.09,70.0
14171,7,17,6,5,3,24,0,95,98.81,70.0
14172,10,17,0,4,7,0,1,99,84.11,114.0
14173,10,11,1,1,2,106,1,99,90.13,93.6
14174,9,11,6,1,2,5,0,94,79.22,65.0
14175,6,8,2,1,3,0,3,100,92.36,119.0
14176,9,4,6,1,3,78,1,83,109.24,60.0
14177,2,22,1,2,3,1,1,100,99.05,100.0
14178,9,2,4,1,2,24,0,100,127.68,70.0
14179,11,7,0,1,6,64,1,83,80.2,101.37
14180,9,6,1,1,5,21,1,100,32.56,64.35
14181,2,20,6,3,2,1,1,92,107.71,125.0
14182,9,24,5,1,5,51,1,100,160.05,119.73
14183,2,10,3,2,5,43,0,96,102.62,136.8
14184,12,4,6,2,6,1,1,95,105.3,125.0
14185,11,22,1,1,2,64,1,80,84.32,96.72
14186,8,12,4,1,2,48,1,99,109.71,125.45
14187,4,19,0,4,3,3,0,96,76.8,70.0
14188,11,28,0,2,2,0,3,65,82.16,95.0
14189,7,16,5,1,3,0,0,100,130.04,175.0
14190,6,10,4,2,3,1,1,100,128.93,125.0
14191,5,20,4,2,5,15,0,100,125.44,65.0
14192,3,17,3,1,2,5,1,100,86.91,65.0
14193,8,15,0,1,3,0,0,100,84.22,104.0
14194,10,14,4,2,3,58,3,100,132.17,209.0
14195,1,26,2,1,0,24,0,96,75.92,70.0
14196,10,12,2,1,2,106,0,100,76.95,102.6
14197,12,22,3,1,3,21,1,75,80.09,58.5
14198,4,15,4,3,3,28,1,100,105.14,111.75
14199,2,7,0,1,6,103,1,94,82.99,85.0
14200,5,20,4,1,0,64,3,100,125.44,134.83
14201,4,9,4,7,2,3,0,99,111.46,70.0
14202,1,31,6,4,2,14,0,72,73.49,70.0
14203,5,23,0,1,2,5,0,88,85.5,65.0
14204,8,6,5,1,2,24,0,100,117.92,70.0
14205,1,31,0,2,3,1,0,100,78.06,67.05
14206,7,11,0,1,3,77,3,100,109.3,74.25
14207,7,31,6,1,4,103,0,90,81.33,85.0
14208,7,22,4,1,4,9,0,100,127.61,154.84
14209,7,10,6,5,2,3,0,97,102.02,70.0
14210,6,30,3,2,6,15,0,100,91.59,75.0
14211,7,13,2,1,3,64,1,100,104.96,94.05
14212,6,9,3,1,5,0,1,100,96.16,134.0
14213,6,3,4,1,6,104,3,100,153.43,189.0
14214,9,14,2,1,3,0,1,100,82.88,129.0
14215,2,25,3,1,5,4,0,99,84.13,70.0
14216,10,28,4,2,2,0,1,95,168.05,199.0
14217,10,18,1,1,6,64,1,100,83.18,94.05
14218,3,25,3,1,3,1,1,100,83.34,85.0
14219,8,11,3,1,2,24,4,99,85.41,70.0
14220,4,10,6,1,3,28,0,70,81.29,63.75
14221,9,26,0,1,7,25,0,100,83.7,70.0
14222,5,14,5,1,3,103,1,100,125.86,85.0
14223,2,18,4,1,6,15,0,100,126.25,82.5
14224,4,7,3,2,0,24,0,100,88.39,70.0
14225,7,1,4,1,6,0,1,100,124.75,169.0
14226,9,5,0,1,3,107,1,81,80.09,91.2
14227,12,27,0,1,3,64,1,99,85.63,95.5
14228,8,7,6,1,2,26,0,92,87.99,70.0
14229,11,2,2,1,5,0,1,97,84.95,85.0
14230,1,22,4,1,3,1,1,73,84.11,100.0
14231,12,31,5,1,2,0,1,87,98.9,109.0
14232,5,21,5,1,2,3,0,100,131.73,70.0
14233,8,5,4,1,6,41,0,100,119.15,161.1
14234,5,21,5,1,3,64,1,100,131.73,173.63
14235,11,5,5,1,3,0,1,96,112.5,99.0
14236,9,4,6,1,2,21,1,83,109.24,74.1
14237,1,21,4,2,2,58,3,91,89.82,119.0
14238,6,13,0,1,2,0,1,100,93.27,129.0
14239,4,20,2,2,5,72,1,100,82.77,108.86
14240,2,6,6,1,6,16,0,100,104.88,82.0
14241,10,9,6,1,5,106,1,100,79.53,98.1
14242,3,31,3,1,3,103,3,100,94.99,85.0
14243,4,3,6,5,2,25,0,68,75.22,70.0
14244,5,25,2,2,1,78,3,100,88.4,96.75
14245,7,8,4,2,6,0,1,100,150.47,159.0
14246,8,28,6,5,3,14,0,88,79.88,70.0
14247,8,9,1,1,3,64,3,95,79.81,113.05
14248,9,19,0,1,0,58,1,85,82.95,99.0
14249,4,29,4,1,4,25,0,100,150.9,70.0
14250,6,24,4,2,2,20,3,100,128.01,122.85
14251,12,9,4,1,2,0,1,89,103.1,119.0
14252,11,6,6,2,3,91,1,60,78.54,81.4
14253,12,22,3,2,5,94,3,75,80.09,92.65
14254,9,2,4,2,3,21,1,100,127.68,96.85
14255,8,30,0,1,3,5,0,99,88.69,65.0
14256,2,2,2,1,2,64,1,97,74.85,85.5
14257,9,16,4,2,2,0,3,100,122.23,159.0
14258,2,25,4,1,6,25,0,100,123.82,70.0
14259,10,6,3,1,7,0,1,100,84.63,129.0
14260,4,25,0,3,3,21,0,86,84.11,74.45
14261,8,22,0,2,7,0,1,96,84.63,90.0
14262,12,2,4,1,3,104,1,66,99.37,139.0
14263,11,24,2,3,5,103,1,78,80.23,85.0
14264,9,30,4,2,3,1,1,100,142.96,130.0
14265,6,18,4,2,5,1,1,94,120.05,89.0
14266,4,22,4,1,2,9,1,100,145.64,163.49
14267,4,26,1,3,6,64,1,100,85.74,127.16
14268,7,17,6,7,2,5,0,95,98.81,65.0
14269,9,13,0,5,3,24,0,90,81.04,70.0
14270,12,25,6,1,2,0,1,94,83.73,90.0
14271,6,9,3,1,3,24,0,100,96.16,70.0
14272,5,7,5,1,2,24,0,100,125.34,70.0
14273,5,24,1,1,2,64,1,100,86.61,123.12
14274,3,19,4,2,2,1,1,100,96.58,100.0
14275,6,6,0,2,2,32,0,100,86.44,94.42
14276,2,3,3,1,3,104,1,100,94.55,109.2
14277,7,5,1,1,3,0,1,93,93.76,95.0
14278,11,9,2,2,3,1,1,100,89.3,115.0
14279,5,21,5,1,3,64,1,100,131.73,144.53
14280,6,3,4,1,1,0,1,100,153.43,189.0
14281,8,12,4,1,3,15,0,99,109.71,70.0
14282,3,9,2,1,7,67,1,100,93.82,108.36
14283,2,5,5,1,5,72,1,100,112.22,100.0
14284,1,19,2,1,3,64,1,96,77.41,84.55
14285,2,2,2,1,3,64,1,97,74.85,84.55
14286,5,6,4,1,3,1,1,100,135.53,129.0
14287,10,23,6,5,3,3,0,90,86.64,70.0
14288,10,10,0,4,3,3,0,100,82.35,70.0
14289,8,14,6,5,3,25,0,100,83.17,70.0
14290,3,23,2,1,3,0,1,90,85.39,104.0
14291,9,3,4,2,2,1,1,100,103.53,115.0
14292,10,13,3,3,3,104,3,100,84.35,129.0
14293,11,19,5,1,5,58,0,99,136.32,194.0
14294,3,27,6,1,2,0,4,63,79.46,114.0
14295,6,14,1,2,6,0,1,100,91.65,119.0
14296,3,27,6,1,5,0,1,63,79.46,90.0
14297,6,24,4,4,3,5,0,100,128.01,65.0
14298,1,11,1,3,3,24,0,96,76.55,70.0
14299,11,2,2,2,6,0,1,97,84.95,85.0
14300,5,6,4,1,3,58,1,100,135.53,189.0
14301,4,16,5,1,3,104,1,100,113.29,129.0
14302,11,23,2,2,3,41,1,61,84.42,93.6
14303,11,27,6,5,2,1,0,62,79.51,70.0
14304,6,16,2,1,2,5,0,99,81.43,65.0
14305,10,8,4,1,3,8,0,100,121.78,85.0
14306,9,16,4,2,3,15,0,100,122.23,70.0
14307,10,24,0,2,3,91,3,100,96.98,101.3
14308,3,23,1,1,2,5,0,91,75.24,65.0
14309,7,5,0,4,3,25,0,79,87.03,70.0
14310,9,27,0,1,3,5,0,97,78.24,65.0
14311,5,20,4,1,5,24,0,100,125.44,70.0
14312,5,20,3,1,2,4,0,97,82.8,70.0
14313,4,23,4,2,3,1,1,97,122.39,115.0
14314,6,18,5,1,3,0,1,100,137.31,129.0
14315,5,1,6,1,3,58,1,76,79.59,85.0
14316,3,18,4,2,3,1,1,98,141.58,139.0
14317,5,22,6,1,3,0,3,80,81.14,104.0
14318,4,10,6,1,2,0,1,70,81.29,95.0
14319,3,11,4,1,2,0,0,100,165.51,199.0
14320,6,3,4,3,6,58,3,100,153.43,269.0
14321,11,19,5,1,7,64,1,99,136.32,132.05
14322,7,1,4,2,2,18,1,100,124.75,119.25
14323,8,24,1,1,2,24,0,99,76.6,70.0
14324,3,24,3,1,3,3,0,99,83.38,70.0
14325,2,25,4,2,2,1,1,100,123.82,119.0
14326,6,20,6,5,6,3,0,83,82.54,70.0
14327,7,11,0,3,6,64,1,100,109.3,127.3
14328,5,22,6,1,3,0,1,80,81.14,104.0
14329,10,22,5,1,6,24,0,100,136.45,70.0
14330,12,3,5,1,2,72,1,99,133.03,165.3
14331,3,5,5,1,2,24,0,100,132.36,70.0
14332,9,24,5,1,2,50,1,100,160.05,197.1
14333,4,1,4,1,2,4,0,100,126.56,70.0
14334,8,12,4,1,2,58,3,99,109.71,159.0
14335,5,20,4,2,2,41,3,100,125.44,134.1
14336,5,16,6,5,6,25,0,85,77.11,70.0
14337,6,5,6,1,6,33,1,88,91.36,140.5
14338,3,18,4,2,2,0,1,98,141.58,169.0
14339,8,14,6,5,2,25,0,100,83.17,70.0
14340,1,20,3,1,7,1,1,100,89.22,115.0
14341,1,17,0,1,3,0,1,94,77.55,80.0
14342,12,14,2,1,2,1,1,95,85.0,97.16
14343,6,22,2,9,3,14,0,100,93.57,70.0
14344,8,19,4,1,3,9,1,100,101.48,85.64
14345,1,8,4,7,3,24,0,87,85.57,70.0
14346,7,16,5,1,3,0,0,100,130.04,175.0
14347,6,30,2,10,3,4,0,95,80.98,70.0
14348,4,17,6,1,6,0,3,82,80.24,95.0
14349,1,16,6,1,3,64,3,99,83.51,94.05
14350,6,9,3,3,3,1,1,100,96.16,125.0
14351,3,12,4,2,3,5,4,100,95.76,65.0
14352,1,15,5,1,6,1,1,100,111.28,139.0
14353,4,29,4,2,3,9,1,100,150.9,146.19
14354,1,23,6,3,1,0,1,78,76.06,89.0
14355,2,25,4,1,2,0,1,100,123.82,129.0
14356,5,4,2,0,1,58,1,100,87.28,104.0
14357,10,28,4,1,3,0,1,95,168.05,169.0
14358,9,17,5,1,2,0,1,100,127.71,159.0
14359,1,30,5,1,2,1,1,99,99.03,105.0
14360,10,13,3,1,2,68,1,100,84.35,40.0
14361,9,13,0,4,3,5,0,90,81.04,65.0
14362,3,8,1,1,3,107,1,100,94.95,64.0
14363,5,3,1,2,5,41,1,98,86.08,89.1
14364,3,26,5,1,0,0,1,100,133.64,199.0
14365,10,13,3,1,3,24,0,100,84.35,70.0
14366,1,29,5,1,2,50,1,100,122.01,125.1
14367,9,21,2,1,3,21,1,100,83.31,74.1
14368,5,31,0,4,3,25,0,83,73.58,70.0
14369,4,4,0,1,6,0,4,99,81.87,99.0
14370,10,28,4,1,2,24,0,95,168.05,70.0
14371,5,27,4,1,5,3,0,100,115.71,70.0
14372,8,26,3,3,2,1,1,100,89.88,104.0
14373,4,10,6,4,3,71,0,70,81.29,85.0
14374,7,4,0,4,3,3,0,64,101.11,70.0
14375,1,14,3,3,3,1,1,100,85.45,105.0
14376,1,1,5,1,3,0,0,79,92.58,109.0
14377,5,20,4,1,5,0,1,100,125.44,100.0
14378,7,23,5,1,2,5,3,100,131.91,65.0
14379,5,20,4,1,4,74,3,100,125.44,135.2
14380,12,4,5,2,3,1,1,100,119.91,115.0
14381,3,23,2,1,3,4,0,90,85.39,70.0
14382,8,11,3,1,0,0,4,99,85.41,122.35
14383,8,11,3,2,2,41,1,99,85.41,152.1
14384,5,7,5,2,7,64,1,100,125.34,183.33
14385,3,13,6,1,7,20,1,90,87.62,61.75
14386,11,18,4,1,3,41,1,99,129.02,162.1
14387,9,16,4,2,5,52,1,100,122.23,160.16
14388,10,4,1,3,7,36,3,100,77.29,106.02
14389,7,25,0,4,2,24,0,99,88.52,70.0
14390,5,27,4,1,5,58,1,100,115.71,124.0
14391,7,10,6,7,2,45,1,97,102.02,98.8
14392,4,1,4,1,3,25,0,100,126.56,70.0
14393,7,31,6,5,3,25,0,90,81.33,70.0
14394,5,30,0,1,2,58,3,54,87.38,123.3
14395,6,12,6,1,3,20,1,86,84.34,67.6
14396,12,5,0,4,2,78,1,100,100.87,100.5
14397,3,28,0,1,1,9,1,93,80.61,71.4
14398,3,9,1,3,6,5,0,88,71.43,65.0
14399,6,13,0,7,3,25,0,100,93.27,70.0
14400,6,19,6,4,3,25,0,90,84.33,70.0
14401,1,16,6,1,3,64,1,99,83.51,112.34
14402,8,21,6,5,3,25,0,72,82.68,70.0
14403,6,20,6,5,2,25,0,83,82.54,70.0
14404,2,27,6,5,2,25,0,94,112.02,70.0
14405,6,10,4,2,0,78,3,100,128.93,104.25
14406,12,30,4,1,2,106,1,77,92.93,104.0
14407,4,12,1,3,2,5,0,93,83.93,65.0
14408,2,3,3,1,5,25,0,100,94.55,70.0
14409,8,30,1,1,3,106,4,98,82.25,111.6
14410,11,18,4,1,3,24,0,99,129.02,70.0
14411,4,1,4,1,1,58,3,100,126.56,129.0
14412,5,14,5,1,2,104,1,100,125.86,139.0
14413,11,19,4,2,3,1,1,99,121.0,125.0
14414,12,23,4,1,3,106,1,70,88.56,80.75
14415,3,21,6,4,7,25,0,93,74.51,70.0
14416,11,22,1,1,3,0,1,80,84.32,85.0
14417,4,4,0,1,7,64,1,99,81.87,85.5
14418,5,23,0,1,3,58,0,88,85.5,91.95
14419,12,28,1,1,3,64,1,87,76.94,84.55
14420,8,5,4,1,3,68,3,100,119.15,40.0
14421,4,24,6,1,6,104,1,85,95.1,123.75
14422,7,15,4,1,0,0,1,100,135.93,119.0
14423,5,16,0,1,3,5,0,99,81.26,65.0
14424,11,28,0,1,1,71,0,65,82.16,102.6
14425,4,3,6,5,3,25,0,68,75.22,70.0
14426,7,2,4,3,3,1,1,100,118.25,109.0
14427,12,10,4,2,3,1,0,97,99.27,99.0
14428,12,5,0,10,6,103,0,100,100.87,85.0
14429,5,27,4,1,5,0,1,100,115.71,124.0
14430,5,9,6,1,5,103,0,81,73.02,85.0
14431,9,15,3,1,2,103,1,100,87.29,85.0
14432,4,28,3,1,2,20,1,100,98.14,64.35
14433,11,11,4,1,3,24,0,100,137.21,70.0
14434,12,4,6,2,7,1,1,95,105.3,125.0
14435,11,9,2,1,2,4,0,100,89.3,70.0
14436,3,12,4,2,3,1,1,100,95.76,130.0
14437,4,22,4,1,3,64,3,100,145.64,183.33
14438,7,25,0,4,2,24,0,99,88.52,70.0
14439,11,5,5,1,2,18,1,96,112.5,104.25
14440,4,1,4,1,7,64,1,100,126.56,129.98
14441,7,12,1,1,1,58,1,100,109.76,149.0
14442,5,14,5,1,2,58,3,100,125.86,169.0
14443,2,16,2,1,3,64,3,100,110.27,92.63
14444,11,17,3,1,2,0,1,90,85.09,109.0
14445,5,5,3,3,1,104,1,99,89.27,109.35
14446,3,16,2,1,5,64,1,97,85.57,103.55
14447,3,11,4,1,3,0,1,100,165.51,209.0
14448,11,20,6,2,2,5,0,81,84.56,65.0
14449,11,16,2,1,2,21,0,91,84.23,70.85
14450,11,11,4,1,3,56,1,100,137.21,123.78
14451,9,11,6,1,2,0,0,94,79.22,109.0
14452,12,22,3,1,2,58,1,75,80.09,95.0
14453,9,3,5,1,7,0,1,100,132.69,159.0
14454,9,13,1,1,5,58,1,100,82.33,90.45
14455,8,3,2,8,7,106,1,95,95.08,120.6
14456,3,7,6,5,3,25,0,79,69.76,70.0
14457,6,10,4,2,3,1,1,100,128.93,125.0
14458,7,6,2,1,3,4,0,100,109.12,70.0
14459,7,27,2,1,3,18,1,98,90.77,89.25
14460,6,8,2,1,2,24,0,100,92.36,70.0
14461,7,1,4,1,2,20,1,100,124.75,103.35
14462,7,4,0,1,3,64,3,64,101.11,90.25
14463,4,11,6,1,6,103,0,51,77.03,85.0
14464,9,28,2,2,2,58,3,100,90.55,114.0
14465,7,28,2,2,6,0,0,100,85.07,70.0
14466,10,22,4,4,3,25,0,100,108.14,70.0
14467,7,11,0,1,3,10,1,100,109.3,91.62
14468,5,5,2,2,3,1,0,100,88.75,105.0
14469,2,3,3,2,3,1,0,100,94.55,129.0
14470,8,21,6,1,3,70,1,72,82.68,76.5
14471,6,3,4,1,2,58,1,100,153.43,199.0
14472,10,16,6,4,2,25,0,79,74.03,70.0
14473,7,1,4,1,3,5,1,100,124.75,65.0
14474,11,1,1,1,1,58,1,99,86.5,114.0
14475,9,8,3,1,3,24,1,98,60.7,70.0
14476,1,26,2,1,0,20,1,96,75.92,55.25
14477,3,12,5,1,5,0,1,100,149.7,109.0
14478,7,12,1,1,3,9,1,100,109.76,75.6
14479,3,20,6,1,6,64,1,91,83.91,99.75
14480,2,15,1,1,6,64,1,97,95.44,99.94
14481,12,11,6,1,0,41,1,63,80.07,102.6
14482,10,25,0,3,3,1,1,100,91.41,110.0
14483,4,10,6,1,3,10,0,70,81.29,65.44
14484,7,11,0,2,5,18,1,100,109.3,115.5
14485,7,8,4,2,7,0,0,100,150.47,229.0
14486,11,11,4,2,3,84,1,100,137.21,120.84
14487,6,5,6,1,0,20,1,88,91.36,83.72
14488,8,13,5,1,5,64,0,100,112.73,126.1
14489,1,1,5,1,2,64,0,79,92.58,96.03
14490,12,5,0,1,4,78,3,100,100.87,93.68
14491,12,3,5,1,2,68,1,99,133.03,40.0
14492,7,12,1,3,3,24,0,100,109.76,70.0
14493,11,18,4,2,2,84,1,99,129.02,113.24
14494,10,2,6,5,6,3,0,100,81.67,70.0
14495,8,3,2,1,3,64,3,95,95.08,122.55
14496,6,23,3,1,7,1,1,100,105.87,134.0
14497,9,11,6,5,2,15,0,94,79.22,85.5
14498,8,3,1,1,3,1,0,95,89.79,105.0
14499,3,9,1,4,3,24,0,88,71.43,70.0
14500,11,11,4,2,3,61,3,100,137.21,135.15
14501,6,23,3,2,1,58,3,100,105.87,119.0
14502,3,31,3,3,3,1,1,100,94.99,129.0
14503,6,26,6,2,3,25,0,94,82.9,70.0
14504,11,26,5,1,3,0,1,97,109.18,99.0
14505,5,10,0,4,2,0,1,95,76.32,100.0
14506,12,30,3,1,3,64,1,90,89.96,105.45
14507,4,1,4,2,2,64,1,100,126.56,163.93
14508,3,6,6,1,3,28,1,83,80.13,66.75
14509,7,18,0,3,5,64,3,100,85.2,103.55
14510,6,19,6,6,2,3,0,90,84.33,70.0
14511,5,14,5,1,3,0,1,100,125.86,179.0
14512,7,23,5,5,6,0,0,100,131.91,179.0
14513,6,21,1,1,7,103,3,100,90.76,85.0
14514,8,28,6,5,3,25,0,88,79.88,70.0
14515,3,18,4,2,3,106,1,98,141.58,161.1
14516,1,4,1,1,3,9,0,91,75.58,77.28
14517,12,29,2,1,5,103,1,90,78.69,85.0
14518,10,10,0,4,2,3,1,100,82.35,70.0
14519,10,14,3,1,2,25,0,99,81.19,70.0
14520,12,18,6,1,7,103,1,61,79.01,85.0
14521,10,16,6,5,3,3,0,79,74.03,70.0
14522,4,16,5,1,2,107,3,100,113.29,111.2
14523,4,18,0,2,3,0,3,99,89.35,107.35
14524,10,23,6,1,7,0,0,90,86.64,124.25
14525,9,22,3,1,5,64,1,99,96.31,132.05
14526,7,8,4,1,2,5,1,100,150.47,65.0
14527,11,18,3,1,2,5,0,99,76.61,65.0
14528,6,12,6,5,2,78,3,86,84.34,85.5
14529,11,18,4,3,7,1,1,99,129.02,159.0
14530,2,4,4,2,2,68,1,100,111.79,40.0
14531,6,6,0,5,2,25,0,100,86.44,70.0
14532,11,3,3,2,2,84,1,90,84.74,86.64
14533,3,17,3,1,2,0,1,100,86.91,99.0
14534,3,5,5,6,3,25,0,100,132.36,70.0
14535,11,2,1,1,1,25,0,100,80.91,70.0
14536,4,11,0,1,2,5,0,88,82.45,65.0
14537,7,9,5,1,3,0,1,100,157.86,189.0
14538,3,13,6,1,6,58,3,90,87.62,90.0
14539,9,23,4,2,3,106,1,100,147.46,197.1
14540,5,31,1,1,7,0,1,78,88.02,119.35
14541,5,31,1,1,0,78,1,78,88.02,85.5
14542,1,20,3,1,3,28,1,100,89.22,74.25
14543,12,20,1,1,6,103,1,76,88.01,85.0
14544,4,15,3,3,2,1,1,100,82.09,85.0
14545,9,21,2,1,2,24,0,100,83.31,70.0
14546,10,20,3,1,5,41,1,96,81.19,102.6
14547,10,13,3,1,2,18,3,100,84.35,85.5
14548,7,15,4,1,2,50,0,100,135.93,179.1
14549,5,25,2,6,3,7,0,100,88.4,69.0
14550,3,25,4,1,3,25,0,100,149.51,70.0
14551,5,16,0,1,2,20,1,99,81.26,77.35
14552,12,5,0,1,3,1,1,100,100.87,115.0
14553,3,5,4,2,3,1,1,100,89.11,85.0
14554,12,25,6,1,3,64,1,94,83.73,93.65
14555,7,18,0,4,3,0,0,100,85.2,119.0
14556,3,4,4,1,3,0,1,100,136.06,99.0
14557,7,22,4,2,3,25,0,100,127.61,70.0
14558,12,25,6,1,2,0,0,94,83.73,89.0
14559,12,23,4,1,7,64,1,70,88.56,156.3
14560,3,20,6,1,6,0,1,91,83.91,110.0
14561,2,26,5,1,3,56,1,100,128.02,148.0
14562,9,28,1,1,2,4,0,100,82.48,70.0
14563,8,14,6,5,7,3,0,100,83.17,70.0
14564,4,7,3,1,2,24,0,100,88.39,70.0
14565,6,26,6,3,5,50,0,94,82.9,117.23
14566,6,5,6,1,3,68,1,88,91.36,40.0
14567,3,26,5,2,3,0,1,100,133.64,209.0
14568,10,22,5,1,3,103,3,100,136.45,85.0
14569,12,30,3,1,3,0,1,90,89.96,109.0
14570,5,21,5,1,3,61,0,100,131.73,126.65
14571,12,11,6,5,2,3,0,63,80.07,70.0
14572,7,22,4,1,2,58,0,100,127.61,159.0
14573,1,21,4,2,5,48,1,91,89.82,109.66
14574,5,9,0,4,2,5,0,89,80.74,65.0
14575,8,23,1,1,3,21,1,98,82.48,80.6
14576,1,21,4,1,2,104,1,91,89.82,89.0
14577,7,29,4,2,3,58,1,100,144.11,189.0
14578,11,25,4,1,2,5,0,85,109.72,65.0
14579,2,11,4,1,2,1,1,100,119.76,110.0
14580,5,12,3,1,2,0,4,100,84.13,119.0
14581,6,2,3,2,2,0,1,99,103.86,129.0
14582,4,29,4,2,3,1,1,100,150.9,149.0
14583,3,1,1,1,3,9,1,97,81.35,78.96
14584,8,22,0,1,2,0,0,96,84.63,114.0
14585,1,16,6,1,3,0,0,99,83.51,103.25
14586,3,5,5,1,2,24,0,100,132.36,70.0
14587,10,12,2,1,3,4,0,100,76.95,70.0
14588,6,17,4,1,2,5,0,100,152.05,65.0
14589,12,31,4,1,5,0,1,81,105.58,152.5
14590,9,13,1,1,3,25,0,100,82.33,70.0
14591,9,9,4,1,7,21,1,100,99.83,87.1
14592,11,26,5,1,2,104,0,97,109.18,149.0
14593,3,5,5,1,2,41,1,100,132.36,98.1
14594,6,11,5,1,2,0,0,100,130.83,139.0
14595,12,28,2,2,3,21,1,91,82.6,67.6
14596,4,10,6,1,2,72,0,70,81.29,83.6
14597,7,14,3,4,3,41,1,100,107.72,134.1
14598,2,20,6,5,2,25,0,92,107.71,70.0
14599,11,12,4,3,3,1,1,100,111.39,105.0
14600,6,13,0,5,3,5,0,100,93.27,65.0
14601,6,7,1,1,2,58,1,100,102.87,129.0
14602,11,6,6,5,3,25,0,60,78.54,70.0
14603,10,4,1,1,3,24,0,100,77.29,70.0
14604,10,22,4,2,7,1,0,100,108.14,126.65
14605,10,29,4,2,2,1,0,100,146.7,199.0
14606,6,22,2,1,3,25,0,100,93.57,70.0
14607,5,1,6,2,2,25,0,76,79.59,70.0
14608,10,7,4,1,2,58,1,100,171.94,249.0
14609,1,23,5,1,2,1,1,100,100.21,100.0
14610,1,21,4,1,2,0,1,91,89.82,89.0
14611,10,27,3,1,3,64,1,96,90.77,94.05
14612,9,30,4,1,5,24,0,100,142.96,70.0
14613,5,8,6,5,3,25,0,77,80.35,70.0
14614,8,11,2,2,5,24,0,98,78.39,70.0
14615,10,13,3,1,1,9,1,100,84.35,75.6
14616,10,29,5,2,3,91,1,100,173.64,123.78
14617,9,12,0,1,1,25,0,100,85.45,70.0
14618,4,24,6,5,6,3,0,85,95.1,70.0
14619,9,12,0,1,2,9,1,100,85.45,95.76
14620,8,26,4,1,2,64,1,100,111.28,134.83
14621,9,23,4,1,2,24,0,100,147.46,70.0
14622,5,24,1,1,1,9,3,100,86.61,97.94
14623,7,14,3,3,2,1,1,100,107.72,109.0
14624,5,25,2,1,2,4,0,100,88.4,70.0
14625,12,10,5,1,2,24,0,99,148.0,70.0
14626,5,27,3,1,3,3,0,98,81.89,70.0
